model,mode,seq_len,num_samples,k_avg_bits,v_bits,calib_tokens,seed,ppl,total_tokens,seconds,K_reads,V_reads,peak_gpu_mem_MB
TinyLlama/TinyLlama-1.1B-Chat-v1.0,carekv_blockgtq,64,4,3.0,3,2048,0,17.219696,252,486.05,600815,840977,2676.24
