model,mode,seq_len,num_samples,k_avg_bits,v_bits,calib_tokens,seed,ppl,total_tokens,seconds,K_reads,V_reads,peak_gpu_mem_MB
TinyLlama/TinyLlama-1.1B-Chat-v1.0,carekv_blockgtq,64,4,3.0,3,2048,0,17.426612,252,762.5,392613,328283,2676.24
