method_name,method_family,official_or_reimpl,model_id,dataset,seq_len,num_samples,evaluated_tokens,bit_width,k_quant_scheme,v_quant_scheme,uses_residual,uses_mixed_precision,uses_token_eviction,uses_query_aware_routing,ppl,dppl_vs_fp16,dppl_vs_base_quant_int3,runtime_seconds,peak_gpu_memory_MB,estimated_kv_memory_MB,estimated_total_cache_memory_MB,vs_fp16_kv_memory_ratio,base_memory_MB,residual_memory_MB,base_quantizer,k_reads,v_reads,stored_k_slots,stored_v_slots,effective_store_budget,effective_read_budget,notes,arm
fp16,fp16,reference,upstage/SOLAR-10.7B-v1.0,wikitext,2048,4,8188,fp16,fp16 (none),fp16 (none),False,False,False,False,5.7286,,,17.5,21242.9,44.0,44.0,1.0,44.0,0.0,,0,0,0,0,,,Unmodified HF LlamaForCausalLM at fp16 (reference).,fp16
base_quant_INT3,base_quant,same-condition reimplementation,upstage/SOLAR-10.7B-v1.0,wikitext,2048,4,8188,INT3,"per-group=32, symmetric","per-group=32, symmetric",False,False,False,False,6.0706,,,799.4,22285.5,8.25,8.25,0.1875,8.25,0.0,,0,0,0,0,,,"CARE-KV base_quant prefill, INT3, group_size=32. No residual correction.",base_int3
CAREKV_fixed_SK2SV4_RK2RV2,care_kv,same-condition reimplementation,upstage/SOLAR-10.7B-v1.0,wikitext,2048,4,8188,INT3,per-channel-group=32 + selected residual slots,per-channel-group=32 + selected residual slots,True,False,False,True,5.9413,,,2599.4,30411.0,10.45,10.45,0.2375,8.25,2.2,uniform,22452625,27879023,0,0,SK=2 SV=4,fixed RK=2 RV=2,"CARE-KV paper-best (carekv_stored, joint+normalize, cached, SK=2 SV=4 RK=2 RV=2).",carekv_uniform_vec
