model_id,seq_len,num_samples,arm,ppl,delta_vs_fp16,delta_vs_turbo,delta_vs_current,k_reads,v_reads,runtime_s,status
upstage/SOLAR-10.7B-v1.0,512,64,fp16,6.4511,,,,0,0,21.8,real
upstage/SOLAR-10.7B-v1.0,512,64,base_int3,6.8297,,,,0,0,4032.1,real
upstage/SOLAR-10.7B-v1.0,512,64,turbo_int3,6.7299,,,,0,0,26.8,real
upstage/SOLAR-10.7B-v1.0,512,64,carekv_current,6.7044,,,,89817949,111508643,7323.6,real
upstage/SOLAR-10.7B-v1.0,512,64,carekv_combined,6.7052,,,,97378214,103948378,7852.7,real
