model_id,dataset,seq_len,num_samples,mode,baseline_score,ppl,total_tokens,k_reads,v_reads,seconds,peak_gpu_mem_MB,imp_gini,imp_norm_entropy,imp_top1pct_mass,status,notes
01-ai/Yi-6B,pg19,2048,16,fp16,-,7.6034,32752,0,0,47.4,13720.0,,,,real,
01-ai/Yi-6B,pg19,2048,16,base_quant_int3,-,9.1691,32752,0,0,1455.9,14005.0,,,,real,
01-ai/Yi-6B,pg19,2048,16,turboquant_int3,-,8.7639,32752,0,0,56.6,15118.5,,,,real,
