model_id,seq_len,num_samples,arm,ppl,delta_vs_fp16,delta_vs_turbo,delta_vs_current,delta_exact_vs_linear,k_reads,v_reads,runtime_s,status
01-ai/Yi-6B,512,64,fp16,7.6769,0.0,-0.616,,,0,0,13.5,real
01-ai/Yi-6B,512,64,base_int3,8.8262,1.1493,0.5333,,,0,0,910.5,real
01-ai/Yi-6B,512,64,turbo_int3,8.2929,0.616,0.0,,,0,0,15.0,real
01-ai/Yi-6B,512,64,carekv_combined,8.2915,0.6146,-0.0014,,,62139892,72077836,1529.3,real
01-ai/Yi-6B,512,64,carekv_combined_exact,7.9308,0.2539,-0.3621,,-0.3607,63458952,70758776,1522.7,real
